date,BAGUETTE,BANETTE,BOULE 400G,CAMPAGNE,CEREAL BAGUETTE,COOKIE,CROISSANT,ECLAIR,PAIN AU CHOCOLAT,SPECIAL BREAD,TARTELETTE,TRADITIONAL BAGUETTE
2022-04-10,48.0,33.0,6.0,8.0,12.0,5.0,86.0,14.0,46.0,8.0,11.0,181.0
2022-04-11,34.0,29.0,10.0,4.0,6.0,8.0,18.0,1.0,21.0,8.0,5.0,137.0
2022-04-12,16.0,26.0,5.0,5.0,10.0,4.0,22.0,0.0,27.0,7.0,6.0,107.0
2022-04-13,36.0,19.0,1.0,1.0,6.0,5.0,21.0,8.0,14.0,5.0,0.0,100.0
2022-04-14,29.0,31.0,9.0,6.0,11.0,3.0,35.0,3.0,21.0,11.0,10.0,103.0
2022-04-15,38.0,40.0,10.0,10.0,10.0,8.0,19.0,6.0,31.0,10.0,8.0,136.0
2022-04-16,57.0,55.0,15.0,13.0,19.0,6.0,82.0,11.0,81.0,17.0,13.0,307.0
2022-04-17,36.0,35.0,8.0,13.0,11.0,2.0,136.0,2.0,105.0,12.0,6.0,279.0
2022-04-18,68.0,84.0,15.0,12.0,20.0,2.0,108.0,16.0,85.0,15.0,16.0,374.0
2022-04-19,28.0,30.0,6.0,10.0,8.0,10.0,48.0,0.0,47.0,10.0,0.0,138.0
2022-04-20,20.0,42.0,3.0,4.0,16.0,7.0,34.0,1.0,26.0,8.0,7.0,162.0
2022-04-21,47.0,47.0,10.0,10.0,20.0,9.0,35.0,15.0,43.0,10.0,5.0,234.0
2022-04-22,28.0,41.0,8.0,5.0,14.0,16.0,23.0,13.0,43.0,9.0,12.0,155.0
2022-04-23,32.0,36.0,8.0,5.0,11.0,11.0,41.0,8.0,36.0,8.0,4.0,135.0
2022-04-24,41.0,43.0,10.0,9.0,20.0,5.0,85.0,13.0,67.0,10.0,12.0,204.0
2022-04-25,24.0,26.0,5.0,2.0,10.0,6.0,24.0,5.0,27.0,8.0,2.0,162.0
2022-04-26,19.0,14.0,2.0,4.0,8.0,4.0,20.0,0.0,28.0,8.0,3.0,109.0
2022-04-27,19.0,23.0,8.0,10.0,15.0,4.0,14.0,11.0,25.0,8.0,6.0,136.0
2022-04-28,22.0,27.0,6.0,3.0,11.0,4.0,14.0,2.0,19.0,9.0,3.0,126.0
2022-04-29,25.0,27.0,5.0,6.0,16.0,5.0,36.0,4.0,43.0,6.0,3.0,116.0
2022-04-30,52.0,45.0,10.0,10.0,20.0,4.0,66.0,4.0,52.0,10.0,12.0,276.0
2022-05-01,64.0,59.0,14.0,10.0,20.0,9.0,128.0,9.0,90.0,11.0,36.0,311.0
2022-05-02,24.0,30.0,7.0,4.0,19.0,5.0,34.0,7.0,34.0,8.0,4.0,212.0
2022-05-03,22.0,16.0,6.0,5.0,2.0,9.0,19.0,6.0,17.0,8.0,7.0,158.0
2022-05-05,17.0,36.0,8.0,8.0,11.0,5.0,29.0,0.0,32.0,9.0,3.0,152.0
2022-05-06,40.0,22.0,9.0,7.0,11.0,0.0,13.0,3.0,19.0,10.0,19.0,137.0
2022-05-07,36.0,36.0,10.0,5.0,16.0,2.0,44.0,6.0,37.0,10.0,7.0,191.0
2022-05-08,45.0,41.0,10.0,10.0,20.0,9.0,87.0,14.0,78.0,12.0,17.0,251.0
2022-05-09,21.0,24.0,2.0,4.0,6.0,3.0,17.0,7.0,16.0,7.0,3.0,162.0
2022-05-10,18.0,15.0,3.0,2.0,11.0,6.0,18.0,0.0,21.0,8.0,0.0,121.0
2022-05-11,27.0,14.0,5.0,4.0,7.0,7.0,17.0,5.0,21.0,6.0,9.0,96.0
2022-05-12,24.0,28.0,1.0,2.0,9.0,9.0,20.0,6.0,20.0,8.0,1.0,91.0
2022-05-13,22.0,30.0,8.0,5.0,6.0,2.0,12.0,5.0,25.0,3.0,5.0,90.0
2022-05-14,37.0,29.0,10.0,5.0,9.0,3.0,31.0,0.0,28.0,10.0,11.0,175.0
2022-05-15,50.0,38.0,10.0,10.0,18.0,0.0,97.0,18.0,77.0,10.0,25.0,267.0
2022-05-16,37.0,27.0,6.0,4.0,9.0,5.0,27.0,1.0,22.0,8.0,4.0,134.0
2022-05-17,23.0,21.0,4.0,5.0,2.0,2.0,19.0,1.0,11.0,8.0,0.0,102.0
2022-05-18,25.0,30.0,8.0,5.0,8.0,7.0,17.0,1.0,18.0,8.0,12.0,86.0
2022-05-19,19.0,34.0,7.0,6.0,6.0,5.0,10.0,0.0,29.0,7.0,9.0,97.0
2022-05-20,29.0,24.0,11.0,1.0,2.0,4.0,21.0,6.0,25.0,8.0,4.0,121.0
2022-05-21,45.0,41.0,3.0,2.0,9.0,10.0,65.0,2.0,57.0,9.0,6.0,155.0
2022-05-22,57.0,31.0,12.0,10.0,21.0,6.0,95.0,14.0,66.0,10.0,12.0,222.0
2022-05-23,28.0,24.0,3.0,3.0,5.0,3.0,18.0,0.0,14.0,8.0,1.0,115.0
2022-05-24,20.0,29.0,5.0,4.0,10.0,2.0,23.0,0.0,21.0,5.0,8.0,130.0
2022-05-25,31.0,40.0,9.0,10.0,10.0,4.0,19.0,0.0,19.0,10.0,10.0,197.0
2022-05-26,45.0,78.0,20.0,10.0,19.0,3.0,109.0,5.0,75.0,15.0,11.0,393.0
2022-05-27,64.0,77.0,20.0,7.0,20.0,10.0,139.0,3.0,108.0,20.0,6.0,340.0
2022-05-28,55.0,81.0,12.0,12.0,20.0,15.0,112.0,4.0,97.0,20.0,12.0,445.0
2022-05-29,71.0,104.0,18.0,12.0,20.0,10.0,190.0,27.0,157.0,20.0,33.0,475.0
2022-05-30,35.0,27.0,7.0,5.0,10.0,6.0,34.0,6.0,28.0,8.0,11.0,159.0
2022-05-31,29.0,19.0,8.0,5.0,10.0,2.0,11.0,3.0,19.0,8.0,7.0,113.0
2022-06-01,33.0,28.0,4.0,3.0,10.0,6.0,35.0,6.0,29.0,6.0,12.0,119.0
2022-06-02,33.0,29.0,7.0,3.0,8.0,1.0,22.0,0.0,19.0,6.0,6.0,113.0
2022-06-03,36.0,29.0,5.0,5.0,9.0,1.0,33.0,5.0,26.0,8.0,4.0,142.0
2022-06-04,36.0,49.0,14.0,14.0,20.0,1.0,72.0,5.0,44.0,15.0,8.0,195.0
2022-06-05,86.0,61.0,20.0,16.0,14.0,12.0,132.0,17.0,129.0,16.0,28.0,372.0
2022-06-06,62.0,42.0,16.0,14.0,17.0,8.0,118.0,11.0,118.0,15.0,18.0,335.0
2022-06-07,44.0,30.0,5.0,5.0,10.0,9.0,15.0,4.0,26.0,8.0,9.0,110.0
2022-06-08,36.0,29.0,5.0,5.0,4.0,1.0,14.0,0.0,16.0,6.0,1.0,93.0
2022-06-09,18.0,26.0,5.0,4.0,5.0,0.0,29.0,4.0,24.0,6.0,5.0,128.0
2022-06-10,16.0,16.0,4.0,3.0,7.0,1.0,19.0,1.0,21.0,2.0,11.0,117.0
2022-06-11,42.0,38.0,12.0,4.0,0.0,11.0,62.0,1.0,60.0,5.0,14.0,218.0
2022-06-12,47.0,36.0,8.0,10.0,13.0,9.0,87.0,12.0,84.0,12.0,12.0,244.0
2022-06-13,39.0,28.0,5.0,5.0,8.0,9.0,20.0,6.0,33.0,7.0,2.0,119.0
2022-06-14,34.0,28.0,3.0,4.0,6.0,0.0,24.0,0.0,27.0,6.0,4.0,130.0
2022-06-15,32.0,30.0,4.0,5.0,4.0,3.0,23.0,7.0,15.0,7.0,2.0,136.0
2022-06-16,25.0,20.0,6.0,1.0,8.0,1.0,23.0,2.0,29.0,7.0,7.0,115.0
2022-06-17,21.0,30.0,7.0,5.0,10.0,6.0,17.0,3.0,15.0,5.0,9.0,120.0
2022-06-18,38.0,40.0,12.0,10.0,10.0,6.0,75.0,3.0,44.0,7.0,10.0,221.0
2022-06-19,52.0,54.0,12.0,10.0,20.0,8.0,114.0,19.0,91.0,12.0,25.0,282.0
2022-06-20,16.0,31.0,5.0,3.0,4.0,3.0,38.0,0.0,28.0,8.0,5.0,129.0
2022-06-21,28.0,30.0,7.0,5.0,6.0,5.0,36.0,0.0,40.0,8.0,4.0,123.0
2022-06-22,20.0,29.0,5.0,2.0,7.0,3.0,30.0,0.0,30.0,8.0,8.0,96.0
2022-06-23,33.0,19.0,4.0,5.0,5.0,2.0,40.0,10.0,29.0,4.0,3.0,130.0
2022-06-24,31.0,24.0,7.0,5.0,10.0,7.0,37.0,3.0,34.0,7.0,5.0,145.0
2022-06-25,33.0,31.0,11.0,8.0,9.0,11.0,46.0,0.0,34.0,12.0,3.0,228.0
2022-06-26,44.0,36.0,12.0,10.0,16.0,3.0,97.0,16.0,68.0,12.0,15.0,267.0
2022-06-27,29.0,30.0,8.0,5.0,8.0,2.0,45.0,0.0,20.0,8.0,5.0,174.0
2022-06-28,32.0,31.0,6.0,4.0,0.0,4.0,13.0,0.0,19.0,6.0,3.0,130.0
2022-06-29,17.0,27.0,6.0,0.0,0.0,5.0,15.0,8.0,16.0,11.0,2.0,137.0
2022-06-30,27.0,24.0,2.0,5.0,9.0,4.0,25.0,0.0,41.0,10.0,9.0,148.0
2022-07-01,39.0,35.0,5.0,5.0,7.0,8.0,34.0,8.0,39.0,9.0,4.0,132.0
2022-07-02,42.0,36.0,7.0,8.0,8.0,10.0,33.0,5.0,38.0,11.0,10.0,203.0
2022-07-03,74.0,78.0,15.0,9.0,15.0,7.0,96.0,22.0,60.0,15.0,39.0,311.0
2022-07-04,46.0,42.0,10.0,10.0,8.0,2.0,38.0,3.0,26.0,10.0,3.0,186.0
2022-07-05,29.0,36.0,9.0,4.0,8.0,14.0,26.0,6.0,28.0,7.0,5.0,175.0
2022-07-06,36.0,41.0,8.0,5.0,11.0,5.0,28.0,0.0,37.0,7.0,2.0,189.0
2022-07-07,31.0,33.0,10.0,6.0,15.0,13.0,26.0,9.0,26.0,7.0,22.0,219.0
2022-07-08,33.0,45.0,6.0,6.0,12.0,2.0,21.0,5.0,33.0,10.0,5.0,200.0
2022-07-09,35.0,54.0,20.0,8.0,19.0,0.0,76.0,6.0,63.0,11.0,15.0,345.0
2022-07-10,57.0,74.0,22.0,13.0,20.0,11.0,127.0,18.0,106.0,21.0,23.0,398.0
2022-07-11,69.0,68.0,12.0,11.0,20.0,3.0,66.0,3.0,54.0,12.0,8.0,275.0
2022-07-12,56.0,33.0,7.0,10.0,19.0,7.0,42.0,0.0,57.0,13.0,1.0,244.0
2022-07-13,51.0,69.0,12.0,15.0,18.0,10.0,53.0,5.0,38.0,14.0,11.0,272.0
2022-07-14,77.0,104.0,19.0,19.0,33.0,6.0,131.0,11.0,81.0,20.0,18.0,464.0
2022-07-15,79.0,90.0,12.0,14.0,9.0,12.0,153.0,6.0,131.0,20.0,10.0,401.0
2022-07-16,99.0,118.0,47.0,12.0,20.0,18.0,161.0,13.0,112.0,22.0,16.0,511.0
2022-07-17,94.0,84.0,19.0,14.0,19.0,29.0,196.0,19.0,138.0,17.0,25.0,573.0
2022-07-18,50.0,54.0,12.0,8.0,20.0,21.0,102.0,9.0,86.0,15.0,12.0,373.0
2022-07-19,36.0,45.0,12.0,10.0,27.0,15.0,74.0,4.0,52.0,9.0,0.0,293.0
2022-07-20,47.0,36.0,11.0,10.0,18.0,14.0,51.0,3.0,64.0,15.0,13.0,256.0
2022-07-21,40.0,59.0,5.0,7.0,20.0,13.0,64.0,9.0,68.0,9.0,19.0,308.0
2022-07-22,38.0,59.0,5.0,10.0,19.0,16.0,91.0,2.0,67.0,12.0,2.0,288.0
2022-07-23,85.0,83.0,12.0,12.0,20.0,15.0,112.0,9.0,83.0,15.0,19.0,383.0
2022-07-24,82.0,87.0,18.0,14.0,20.0,4.0,153.0,21.0,97.0,13.0,21.0,478.0
2022-07-25,63.0,57.0,10.0,9.0,20.0,11.0,96.0,4.0,76.0,14.0,2.0,390.0
2022-07-26,53.0,60.0,15.0,11.0,16.0,6.0,48.0,3.0,39.0,15.0,8.0,321.0
2022-07-27,53.0,49.0,15.0,8.0,19.0,9.0,49.0,10.0,60.0,7.0,15.0,272.0
2022-07-28,47.0,72.0,11.0,12.0,20.0,7.0,58.0,13.0,54.0,9.0,16.0,314.0
2022-07-29,64.0,42.0,5.0,7.0,17.0,9.0,52.0,7.0,45.0,15.0,13.0,290.0
2022-07-30,68.0,40.0,19.0,14.0,20.0,7.0,111.0,4.0,102.0,15.0,24.0,410.0
2022-07-31,70.0,84.0,17.0,19.0,10.0,9.0,210.0,16.0,163.0,18.0,10.0,544.0
2022-08-01,48.0,73.0,15.0,14.0,19.0,12.0,90.0,3.0,84.0,15.0,7.0,419.0
2022-08-02,49.0,64.0,13.0,12.0,20.0,2.0,75.0,5.0,79.0,14.0,23.0,346.0
2022-08-03,57.0,65.0,12.0,13.0,18.0,5.0,36.0,5.0,47.0,15.0,2.0,401.0
2022-08-04,40.0,67.0,10.0,8.0,20.0,7.0,81.0,11.0,63.0,15.0,9.0,383.0
2022-08-05,70.0,85.0,10.0,6.0,18.0,9.0,89.0,8.0,77.0,11.0,6.0,356.0
2022-08-06,55.0,73.0,16.0,15.0,19.0,12.0,108.0,14.0,83.0,16.0,6.0,461.0
2022-08-07,67.0,69.0,17.0,14.0,19.0,19.0,216.0,7.0,154.0,18.0,21.0,613.0
2022-08-08,61.0,89.0,33.0,15.0,21.0,17.0,121.0,6.0,116.0,15.0,18.0,551.0
2022-08-09,52.0,46.0,14.0,14.0,17.0,11.0,83.0,5.0,70.0,14.0,15.0,457.0
2022-08-10,57.0,74.0,15.0,14.0,19.0,9.0,100.0,6.0,68.0,16.0,14.0,478.0
2022-08-11,51.0,74.0,10.0,15.0,20.0,16.0,147.0,2.0,94.0,17.0,4.0,462.0
2022-08-12,54.0,67.0,13.0,15.0,20.0,25.0,128.0,2.0,103.0,15.0,5.0,465.0
2022-08-13,54.0,85.0,19.0,15.0,20.0,8.0,173.0,5.0,92.0,17.0,10.0,541.0
2022-08-14,81.0,96.0,28.0,15.0,20.0,24.0,271.0,23.0,232.0,19.0,18.0,707.0
2022-08-15,60.0,84.0,20.0,16.0,20.0,11.0,156.0,12.0,109.0,15.0,9.0,585.0
2022-08-16,35.0,71.0,11.0,18.0,20.0,16.0,68.0,4.0,62.0,14.0,10.0,417.0
2022-08-17,41.0,39.0,13.0,12.0,16.0,15.0,67.0,3.0,70.0,16.0,11.0,414.0
2022-08-18,71.0,70.0,15.0,12.0,19.0,18.0,120.0,10.0,106.0,12.0,6.0,498.0
2022-08-19,53.0,60.0,7.0,17.0,13.0,18.0,84.0,0.0,70.0,16.0,1.0,374.0
2022-08-20,61.0,74.0,12.0,16.0,8.0,21.0,109.0,15.0,83.0,14.0,13.0,452.0
2022-08-21,73.0,73.0,12.0,27.0,17.0,15.0,179.0,10.0,141.0,14.0,19.0,574.0
2022-08-22,50.0,49.0,8.0,10.0,20.0,14.0,84.0,4.0,72.0,11.0,12.0,369.0
2022-08-23,42.0,67.0,8.0,8.0,13.0,10.0,49.0,5.0,61.0,10.0,10.0,280.0
2022-08-24,47.0,42.0,10.0,10.0,10.0,9.0,59.0,5.0,60.0,10.0,9.0,311.0
2022-08-25,35.0,37.0,8.0,10.0,14.0,16.0,51.0,4.0,30.0,12.0,10.0,273.0
2022-08-26,37.0,43.0,9.0,6.0,11.0,11.0,52.0,3.0,57.0,7.0,3.0,221.0
2022-08-27,43.0,51.0,10.0,6.0,12.0,7.0,49.0,7.0,59.0,8.0,12.0,289.0
2022-08-28,46.0,48.0,10.0,9.0,20.0,12.0,130.0,17.0,76.0,12.0,12.0,367.0
2022-08-29,39.0,50.0,8.0,5.0,10.0,5.0,47.0,6.0,38.0,8.0,3.0,195.0
2022-08-30,35.0,39.0,8.0,6.0,10.0,8.0,38.0,1.0,37.0,8.0,9.0,183.0
2022-08-31,16.0,29.0,2.0,5.0,1.0,10.0,34.0,2.0,43.0,3.0,1.0,155.0
2022-09-02,34.0,28.0,9.0,5.0,10.0,13.0,31.0,3.0,26.0,7.0,7.0,129.0
2022-09-03,38.0,43.0,6.0,7.0,8.0,4.0,48.0,6.0,30.0,8.0,6.0,214.0
2022-09-04,43.0,45.0,7.0,10.0,10.0,10.0,76.0,10.0,39.0,8.0,8.0,258.0
2022-09-05,21.0,30.0,5.0,4.0,8.0,4.0,48.0,6.0,45.0,8.0,6.0,157.0
2022-09-06,20.0,30.0,4.0,5.0,9.0,6.0,17.0,1.0,16.0,4.0,9.0,105.0
2022-09-07,18.0,14.0,5.0,4.0,7.0,4.0,19.0,0.0,31.0,5.0,7.0,123.0
2022-09-08,20.0,28.0,5.0,5.0,4.0,9.0,25.0,5.0,27.0,4.0,4.0,115.0
2022-09-09,25.0,25.0,6.0,3.0,8.0,1.0,37.0,1.0,40.0,6.0,10.0,134.0
2022-09-10,31.0,40.0,5.0,10.0,9.0,7.0,53.0,6.0,40.0,18.0,4.0,181.0
2022-09-11,41.0,38.0,10.0,10.0,8.0,2.0,113.0,26.0,92.0,12.0,14.0,292.0
2022-09-12,26.0,30.0,10.0,8.0,8.0,2.0,28.0,0.0,18.0,10.0,8.0,160.0
2022-09-13,27.0,17.0,2.0,5.0,9.0,2.0,18.0,0.0,26.0,4.0,1.0,106.0
2022-09-14,22.0,20.0,8.0,5.0,6.0,1.0,21.0,2.0,20.0,7.0,4.0,119.0
2022-09-15,26.0,24.0,7.0,5.0,4.0,6.0,21.0,2.0,25.0,6.0,2.0,122.0
2022-09-16,25.0,22.0,3.0,5.0,5.0,2.0,28.0,8.0,27.0,7.0,4.0,131.0
2022-09-17,34.0,25.0,7.0,7.0,5.0,2.0,57.0,2.0,36.0,11.0,16.0,191.0
2022-09-18,47.0,38.0,12.0,9.0,8.0,3.0,81.0,12.0,63.0,12.0,17.0,246.0
2022-09-20,20.0,30.0,7.0,5.0,11.0,7.0,13.0,0.0,14.0,8.0,0.0,124.0
2022-09-21,11.0,17.0,4.0,4.0,4.0,3.0,19.0,0.0,23.0,10.0,0.0,108.0
2022-09-22,34.0,30.0,2.0,2.0,6.0,1.0,29.0,1.0,23.0,7.0,7.0,101.0
2022-09-23,12.0,30.0,6.0,3.0,8.0,1.0,28.0,0.0,38.0,8.0,3.0,120.0
2022-09-24,28.0,30.0,4.0,5.0,7.0,4.0,43.0,8.0,38.0,8.0,2.0,198.0
2022-09-25,36.0,30.0,14.0,10.0,10.0,8.0,91.0,13.0,62.0,12.0,16.0,265.0
2022-09-26,18.0,30.0,4.0,3.0,8.0,0.0,26.0,0.0,22.0,7.0,3.0,160.0
2022-09-27,34.0,30.0,8.0,5.0,10.0,4.0,25.0,4.0,22.0,8.0,4.0,136.0
2022-09-28,23.0,22.0,2.0,5.0,3.0,4.0,20.0,11.0,17.0,10.0,10.0,115.0
2022-09-29,30.0,30.0,3.0,5.0,0.0,7.0,27.0,10.0,36.0,7.0,3.0,148.0
2022-09-30,35.0,30.0,10.0,10.0,14.0,6.0,38.0,6.0,32.0,10.0,3.0,141.0
